time_limit,required_cpus,task_time
5,256,1.00000000325963
5,512,1.00000000325963
5,32,1.00000000325963
5,32,0
5,32,0.99999999278225
5,32,1.99999999604188
5,32,0
5,32,1.00000000325963
5,32,1.00000000325963
5,32,1.00000000325963
5,64,1.99999999604188
5,64,1.00000000325963
5,64,1.00000000325963
5,64,0.99999999278225
5,128,1.00000000325963
5,256,1.99999999604188
5,512,0
5,128,2.00000000651926
5,256,0
5,512,0
5,128,0.99999999278225
5,256,1.00000000325963
5,512,0.99999999278225
5,128,1.00000000325963
5,256,1.99999999604188
5,512,0.99999999278225
15,128,0
15,128,0
15,128,0
15,32,0
15,128,0
15,128,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,15.0000000069849
15,32,15.0000000069849
15,32,15.0000000069849
15,32,14.9999999965075
15,32,14.9999999965075
15,32,15.0000000069849
15,64,1.00000000325963
15,32,0
120,256,5.00000000582077
15,32,0
120,256,10.9999999939464
15,32,0
15,32,0
15,32,0.99999999278225
30,256,2.99999999930151
30,256,4.00000000256114
30,256,8.00000000512227
55,32,0
55,32,0.99999999278225
360,256,360
55,32,1.00000000325963
55,32,0
30,64,1.00000000325963
15,32,0
15,32,0
30,64,8.00000000512227
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
30,64,30.0000000034925
15,32,1.00000000325963
15,32,0.99999999278225
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.99999999604188
2,32,0
15,32,1.00000000325963
15,32,1.00000000325963
2,32,0
15,32,14.9999999965075
15,128,15.0000000069849
15,32,1.00000000325963
2,32,0.99999999278225
15,32,1.00000000325963
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,64,1.00000000325963
15,64,0
2,32,0
15,128,0.99999999278225
15,128,0
30,128,0
2,64,0
2,32,1.00000000325963
2,32,0
2,32,0.99999999278225
30,128,15.9999999997672
2,32,0
15,128,1.00000000325963
30,128,4.99999999534339
2,32,0.99999999278225
15,32,0
15,32,0.99999999278225
15,64,2.00000000651926
15,64,0
2,32,0
2,32,1.00000000325963
2,32,0.99999999278225
15,128,0
15,128,1.00000000325963
5,128,1.00000000325963
15,128,0.99999999278225
2,256,2.00000000651926
5,64,2.99999999930151
2,256,0
15,128,1.00000000325963
30,128,3.99999999208376
15,128,1.00000000325963
2,256,0
30,128,4.99999999534339
15,32,9.0000000083819
15,32,8.00000000512227
15,32,8.00000000512227
15,128,2.00000000651926
30,128,4.00000000256114
15,32,14.9999999965075
15,32,14.9999999965075
15,32,14.9999999965075
15,32,7.9999999946449
15,32,7.9999999946449
15,32,7.9999999946449
30,128,1.00000000325963
15,128,1.99999999604188
15,128,0
15,128,1.99999999604188
10,128,0
15,32,15.0000000069849
15,32,15.0000000069849
15,32,15.0000000069849
15,32,13.0000000004657
15,32,13.0000000004657
15,32,1.99999999604188
15,32,1.99999999604188
15,128,14.9999999965075
10,128,1.99999999604188
15,128,0
15,32,6.99999999138527
15,32,6.99999999138527
15,32,0.99999999278225
15,32,1.00000000325963
15,32,2.99999999930151
15,32,15.0000000069849
15,64,1.00000000325963
15,64,0
15,128,0.99999999278225
15,32,14.9999999965075
15,128,0
15,128,0.99999999278225
15,128,0
15,128,1.00000000325963
15,128,0
10,128,0
2,128,0
15,128,0
15,128,0
15,128,0.99999999278225
15,128,0
15,128,0
15,128,0
15,128,0
15,128,0
2,128,0.99999999278225
15,128,0
2,128,0
2,128,0
30,128,20.0000000023283
15,128,15.0000000069849
15,32,0.99999999278225
15,32,1.99999999604188
15,128,10.9999999939464
15,128,10.9999999939464
15,128,14.0000000037253
15,128,14.0000000037253
15,32,15.0000000069849
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0.99999999278225
15,64,1.00000000325963
15,64,0
15,128,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,128,0
15,32,0
15,64,0
15,128,0
15,128,0
15,128,0
15,32,0
15,32,0
15,128,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,1.00000000325963
10,256,2.99999999930151
10,64,1.99999999604188
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0.99999999278225
1440,1024,146.000000004424
30,64,6.99999999138527
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,64,1.00000000325963
15,64,1.00000000325963
15,64,0
15,128,0
15,128,0
15,128,0
10,256,0
10,256,0.99999999278225
10,256,0
10,256,0
5,512,0.99999999278225
5,512,0
5,512,1.00000000325963
1440,512,180
1440,512,182.000000006519
720,256,256.999999999534
360,256,360
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,64,1.00000000325963
15,128,1.00000000325963
15,128,0
15,32,0.99999999278225
10,64,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
10,64,1.00000000325963
15,32,0
15,32,0
15,32,0
10,32,0
10,32,0
15,64,0
10,32,1.00000000325963
15,128,0.99999999278225
10,32,0
15,128,1.00000000325963
15,64,1.00000000325963
10,32,1.00000000325963
15,32,0
15,32,1.00000000325963
15,32,0
15,128,0
15,128,2.00000000651926
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,1.99999999604188
15,32,0
15,64,1.00000000325963
15,64,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,64,0.99999999278225
15,32,1.00000000325963
1440,1024,1440
1440,1024,1440
5,128,0
5,256,0
5,512,0.99999999278225
15,32,0
5,512,0
15,32,0
15,128,1.00000000325963
5,512,1.00000000325963
5,128,0
5,256,0.99999999278225
5,512,0
15,32,1.00000000325963
5,512,0
15,128,0
15,32,0
15,32,0
15,32,2.99999999930151
15,32,2.99999999930151
15,32,1.99999999604188
15,128,2.00000000651926
15,128,2.99999999930151
15,128,2.00000000651926
15,32,2.00000000651926
15,32,8.00000000512227
15,128,0
15,128,0
15,128,0
15,128,0
15,32,4.99999999534339
15,128,0
15,128,3.99999999208376
15,32,0
1,32,0
15,32,9.0000000083819
1,32,0
1,32,1.00000000325963
1,32,1.00000000325963
15,32,4.99999999534339
5,128,0
15,128,4.99999999534339
15,32,0
5,64,0.99999999278225
15,128,0
5,32,0
5,32,0.99999999278225
1,32,0
15,32,15.0000000069849
1,32,0
10,32,0
10,32,0.99999999278225
15,32,0
10,32,0.99999999278225
10,32,0
10,32,0
15,32,1.00000000325963
10,32,1.00000000325963
2,128,0.99999999278225
1,64,0
15,32,0
15,128,14.9999999965075
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
2,128,2.00000000651926
15,32,0
0,128,1.00000000325963
15,32,0
15,32,0
1,128,1.00000000325963
15,32,0
15,32,15.0000000069849
15,128,14.9999999965075
15,32,1.00000000325963
15,32,0
15,128,0
15,128,1.00000000325963
15,128,1.00000000325963
15,128,0
15,128,0
15,128,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,1.99999999604188
15,32,0
15,128,0
15,128,0
15,32,0
15,32,0
15,128,0
15,32,2.99999999930151
15,128,0.99999999278225
15,64,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
0,32,0
15,128,0
15,128,0
15,128,0
360,256,360
360,256,360
15,32,0.99999999278225
0,32,0
0,32,0
1,32,0
2,32,0
2,32,2.00000000651926
5,32,2.99999999930151
5,32,1.00000000325963
5,32,0
15,128,0
5,128,0
15,128,0
15,128,0.99999999278225
5,128,1.00000000325963
15,128,1.00000000325963
15,128,0
5,128,0
5,128,1.00000000325963
5,128,1.00000000325963
5,128,0
15,128,1.00000000325963
5,32,0
15,128,0.99999999278225
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0.99999999278225
15,128,0.99999999278225
15,128,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0.99999999278225
15,128,1.00000000325963
15,128,0
15,128,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.99999999604188
15,32,1.99999999604188
15,32,1.00000000325963
15,32,2.00000000651926
15,64,2.00000000651926
15,128,0.99999999278225
5,256,1.00000000325963
5,256,0.99999999278225
5,256,0
5,256,0
5,256,0
5,256,0.99999999278225
1440,512,180.999999992782
720,256,249.000000004889
720,256,256.999999999534
1440,512,182.000000006519
720,256,254.999999993015
720,256,258.000000002794
15,32,0.99999999278225
15,32,2.00000000651926
15,32,1.99999999604188
15,32,0.99999999278225
15,32,1.00000000325963
15,32,2.00000000651926
15,32,1.99999999604188
15,32,0
15,64,0
15,32,1.00000000325963
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,64,0.99999999278225
15,128,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,64,0.99999999278225
15,128,0
10,64,1.99999999604188
10,64,2.99999999930151
5,64,1.00000000325963
10,128,10.0000000011642
15,128,1.99999999604188
15,128,0
15,128,0
15,128,0
15,128,0.99999999278225
10,64,2.00000000651926
5,64,2.00000000651926
10,128,10.0000000011642
5,64,1.00000000325963
10,128,10.9999999939464
15,32,0.99999999278225
15,32,1.00000000325963
15,32,0
15,32,1.00000000325963
15,32,2.00000000651926
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0.99999999278225
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,2.00000000651926
15,32,1.00000000325963
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0.99999999278225
15,32,2.99999999930151
15,32,5.99999999860302
15,32,4.99999999534339
15,32,1.99999999604188
15,128,2.00000000651926
15,32,10.0000000011642
15,32,8.99999999790452
15,32,6.99999999138527
15,32,14.9999999965075
360,256,361.00000000326
360,256,360
1440,1024,1026.0000000021
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,1.00000000325963
5,128,0
5,256,1.00000000325963
5,32,0
5,32,0
5,64,0.99999999278225
5,128,0
5,256,0
5,32,0.99999999278225
5,32,0
5,64,0
5,128,0
5,256,0
5,32,1.00000000325963
5,32,0
5,64,0.99999999278225
5,128,0
5,256,0
5,32,0
5,32,1.00000000325963
5,64,1.00000000325963
5,128,1.00000000325963
5,256,2.99999999930151
5,32,1.00000000325963
5,32,0
5,64,1.00000000325963
5,128,0
5,256,1.00000000325963
5,32,0
5,32,1.00000000325963
5,64,0
5,128,1.00000000325963
5,256,1.00000000325963
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,1.00000000325963
5,64,0.99999999278225
5,128,0
5,256,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,1.00000000325963
5,128,1.00000000325963
5,256,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,1.00000000325963
5,32,0
5,32,0
5,64,0.99999999278225
5,128,1.00000000325963
5,256,2.00000000651926
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,64,0.99999999278225
5,128,1.00000000325963
5,256,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,64,1.00000000325963
5,128,0
5,256,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0.99999999278225
5,128,0
5,256,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0
5,128,1.00000000325963
5,256,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0
5,128,1.00000000325963
5,256,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,64,0
5,128,0
5,256,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0
5,128,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,1.00000000325963
5,256,0
5,256,0
360,256,360
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
360,256,360
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0.99999999278225
5,256,1.00000000325963
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0.99999999278225
5,256,0
5,256,0
5,256,1.00000000325963
5,256,0
1440,1024,1033.99999999674
1440,1024,1014.00000000489
360,256,360
360,256,5.00000000582077
360,256,360
360,256,360
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0.99999999278225
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,0
30,32,1.00000000325963
30,32,0
30,32,0
30,32,0
1440,512,0.99999999278225
30,32,0
30,32,0
30,32,0
30,32,0.99999999278225
30,32,1.00000000325963
30,32,0
1440,512,0
1440,512,1440
1440,1024,1440
360,256,268.000000003958
360,256,360
360,256,360
15,128,0
15,32,7.00000000186265
15,128,5.00000000582077
15,32,0
15,32,0
15,32,4.00000000256114
15,32,1.00000000325963
15,32,0.99999999278225
15,32,0
15,32,0
5,128,0
5,128,0
5,128,0.99999999278225
5,256,1.00000000325963
5,32,4.00000000256114
15,32,0
15,32,0
15,32,0
15,32,0
3,256,0
3,256,0.99999999278225
3,128,0
3,512,0.99999999278225
30,32,30.0000000034925
10,128,10.0000000011642
30,32,0
60,128,0
60,128,0
60,128,0
360,256,360
360,256,360
60,32,40.9999999974389
15,32,0
15,32,0.99999999278225
15,32,1.00000000325963
60,128,0
60,128,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,64,1.00000000325963
15,64,1.00000000325963
15,128,1.99999999604188
15,128,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,64,1.00000000325963
15,64,0
15,128,0.99999999278225
15,128,0
15,32,0.99999999278225
15,32,1.00000000325963
15,32,0
15,64,0
15,64,1.99999999604188
15,32,0
15,64,1.00000000325963
15,64,0
60,32,1.00000000325963
60,32,1.00000000325963
60,32,1.00000000325963
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,2.00000000651926
15,32,1.00000000325963
15,32,2.00000000651926
15,32,0.99999999278225
60,32,0.99999999278225
60,32,0
15,32,2.00000000651926
15,32,2.99999999930151
15,32,0.99999999278225
15,32,0
15,64,1.00000000325963
15,64,1.00000000325963
15,128,1.00000000325963
15,128,0
15,32,13.9999999932479
15,32,14.9999999965075
15,32,2.00000000651926
15,32,1.99999999604188
15,64,1.00000000325963
15,64,0.99999999278225
15,128,1.00000000325963
15,128,0
15,32,15.0000000069849
15,32,14.9999999965075
15,32,14.9999999965075
15,32,15.0000000069849
15,64,0
15,64,0.99999999278225
15,128,0
15,128,1.00000000325963
15,32,14.9999999965075
15,32,14.9999999965075
15,32,14.9999999965075
15,32,14.9999999965075
15,64,0.99999999278225
15,64,0
15,128,0
15,128,0
15,32,1.00000000325963
15,32,0.99999999278225
15,32,15.0000000069849
15,32,14.9999999965075
15,64,0
15,64,1.00000000325963
15,128,1.00000000325963
15,128,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
360,256,360
360,256,360
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,5.99999999860302
15,32,4.00000000256114
15,32,1.00000000325963
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,64,2.99999999930151
15,128,2.00000000651926
15,128,0
6,256,5.99999999860302
6,128,1.00000000325963
6,128,5.99999999860302
15,32,0
15,128,11.0000000044238
15,32,1.99999999604188
15,32,1.99999999604188
15,32,1.00000000325963
15,32,1.00000000325963
15,64,0.99999999278225
15,64,0.99999999278225
15,128,0
15,128,1.00000000325963
15,32,15.0000000069849
15,32,13.9999999932479
15,32,1.99999999604188
15,32,2.00000000651926
15,64,0.99999999278225
15,64,0.99999999278225
15,128,0
15,128,1.00000000325963
15,32,14.9999999965075
15,32,15.0000000069849
15,32,14.9999999965075
15,32,14.9999999965075
15,64,1.00000000325963
15,64,0
15,128,0
15,128,1.00000000325963
15,32,14.9999999965075
15,32,14.9999999965075
15,32,15.0000000069849
15,32,15.0000000069849
15,64,0
15,64,0
15,128,1.00000000325963
15,128,0
15,32,0
15,32,1.00000000325963
15,32,14.9999999965075
15,32,14.9999999965075
15,64,0
15,64,0
15,128,0.99999999278225
15,128,1.00000000325963
15,128,14.9999999965075
15,128,14.9999999965075
15,128,8.99999999790452
15,128,7.9999999946449
15,128,2.00000000651926
15,64,1.00000000325963
15,64,0
15,64,0
15,128,1.00000000325963
15,128,0
15,64,0
15,64,1.00000000325963
15,128,0
15,128,1.00000000325963
15,64,0
15,64,0
15,128,0
15,128,0
15,64,0.99999999278225
15,64,0
15,128,0
15,128,0
15,64,0
15,64,0
15,128,1.00000000325963
15,128,0
10,256,1.99999999604188
5,512,1.99999999604188
5,512,0
5,512,0
5,512,0.99999999278225
5,512,0
5,256,0
5,128,1.00000000325963
5,32,4.99999999534339
5,32,5.00000000582077
5,128,2.99999999930151
5,256,1.99999999604188
5,512,1.00000000325963
5,512,1.00000000325963
5,512,1.00000000325963
5,256,1.00000000325963
5,128,1.00000000325963
360,256,28.0000000074506
360,256,4.00000000256114
360,256,360
1440,512,2.00000000651926
1440,512,7.00000000186265
360,256,1.00000000325963
1440,512,291.99999999837
360,256,360
15,32,0
15,32,1.00000000325963
15,32,0
30,32,1.00000000325963
30,32,0
30,32,0
3,32,0
3,32,0
3,32,0
3,32,1.00000000325963
3,32,0.99999999278225
3,32,1.00000000325963
15,32,0
15,32,0
3,32,1.00000000325963
15,32,0
15,32,0.99999999278225
3,64,1.99999999604188
15,32,1.00000000325963
3,64,1.00000000325963
15,32,0
15,32,1.00000000325963
3,64,0
3,64,0
3,64,1.00000000325963
3,64,1.00000000325963
3,64,0.99999999278225
3,64,1.00000000325963
3,128,1.00000000325963
3,128,0
5,32,1.00000000325963
15,32,0
3,128,1.00000000325963
3,128,0
3,128,0
3,128,0
3,128,0.99999999278225
5,32,0
3,128,1.00000000325963
3,128,1.00000000325963
3,128,0.99999999278225
15,64,0.99999999278225
3,128,1.00000000325963
3,128,1.00000000325963
3,128,0.99999999278225
15,128,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.99999999604188
15,64,1.99999999604188
15,128,1.99999999604188
1,32,1.00000000325963
1,128,0
1,128,0.99999999278225
1,32,0
1,32,0
1,32,0
1,32,0
1,128,0.99999999278225
1,128,0
1,128,0
1,128,0.99999999278225
1,128,0
1,128,0
1,128,0
1,128,0
1,128,0
1,128,0
1,128,0
1,128,0
1,128,1.00000000325963
1,128,1.00000000325963
1,128,1.00000000325963
1,128,1.00000000325963
1,128,0.99999999278225
1,128,1.00000000325963
1,128,0
15,32,0
15,32,0
1,128,0
1,128,1.00000000325963
5,512,1.00000000325963
15,32,14.0000000037253
15,64,4.00000000256114
15,128,2.99999999930151
1,128,0
5,128,1.00000000325963
5,256,1.00000000325963
5,512,0.99999999278225
15,32,0
15,32,1.00000000325963
15,32,14.9999999965075
15,64,15.0000000069849
