time_limit,required_cpus,task_time
15,128,5.99999999860302
5,256,0.99999999278225
5,512,0
1,32,0.99999999278225
1,64,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
5,128,0.99999999278225
15,32,15.0000000069849
15,64,4.00000000256114
15,128,4.00000000256114
5,128,0
5,128,0.99999999278225
5,128,1.00000000325963
720,256,1.00000000325963
720,256,447.999999993481
1440,512,442.000000005355
15,32,0
15,32,0
15,32,0
5,512,3.99999999208376
15,32,1.00000000325963
15,32,1.00000000325963
15,32,1.00000000325963
60,32,0
60,32,46.0000000032596
5,128,0
5,256,1.00000000325963
5,512,0.99999999278225
5,128,1.99999999604188
5,256,0.99999999278225
5,512,1.00000000325963
5,512,1.00000000325963
1440,1024,249.999999997672
5,32,0
5,32,0
5,32,0
5,128,0
5,256,0
5,512,0
5,32,2.00000000651926
1,64,1.00000000325963
1,64,0
1,64,0
1,64,1.00000000325963
1,64,0
1,64,1.00000000325963
1,64,0.99999999278225
1,64,1.00000000325963
1,128,1.00000000325963
1,32,1.00000000325963
1,64,0.99999999278225
1,32,1.00000000325963
1,64,1.00000000325963
1,32,0.99999999278225
1,32,1.00000000325963
1,32,1.00000000325963
1,32,0.99999999278225
1,32,0
1,32,0
1,64,0
1,64,0
1,128,0
1,32,0
1,256,1.00000000325963
15,64,0
15,64,1.00000000325963
15,128,0
15,128,1.00000000325963
15,64,0
15,64,0
15,128,0
15,128,1.00000000325963
15,64,1.00000000325963
15,64,0
15,128,0
15,128,0
15,64,0
15,64,0.99999999278225
15,128,0.99999999278225
15,128,0
15,64,0
15,64,1.00000000325963
15,128,0
15,128,1.00000000325963
5,32,0
5,32,1.00000000325963
1,256,0
5,32,0
5,32,1.00000000325963
1,32,1.00000000325963
5,32,1.00000000325963
5,32,1.99999999604188
1,32,0
1,32,0
1,32,0
5,32,1.00000000325963
15,64,0
15,64,0
15,128,0
15,128,0
15,64,1.00000000325963
15,64,1.00000000325963
15,128,0
15,128,0
15,64,2.99999999930151
15,64,2.00000000651926
15,128,1.00000000325963
15,128,1.00000000325963
15,64,14.9999999965075
15,64,14.9999999965075
15,128,10.9999999939464
15,128,12.0000000076834
15,64,14.9999999965075
15,64,15.0000000069849
15,128,14.9999999965075
15,128,14.9999999965075
360,256,27.9999999969732
1,128,0
1,128,0.99999999278225
1,128,1.00000000325963
1,256,1.00000000325963
360,256,360
360,256,360
1,32,0
1,32,0
1,32,1.00000000325963
1,32,1.00000000325963
1,32,0.99999999278225
1,32,1.00000000325963
5,32,2.00000000651926
5,32,3.99999999208376
5,32,5.00000000582077
5,64,5.00000000582077
1440,1024,1.00000000325963
5,32,5.00000000582077
1440,1024,1.00000000325963
15,32,0
15,32,0
5,512,4.99999999534339
30,32,0.99999999278225
10,64,4.00000000256114
10,64,4.00000000256114
10,128,4.99999999534339
10,128,3.99999999208376
10,32,7.00000000186265
10,32,7.00000000186265
10,64,9.99999999068677
10,64,9.99999999068677
15,64,14.9999999965075
15,64,10.0000000011642
15,32,10.0000000011642
15,32,9.99999999068677
15,32,13.0000000004657
15,32,14.9999999965075
15,32,10.0000000011642
15,128,6.99999999138527
15,128,10.0000000011642
15,32,1.99999999604188
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0.99999999278225
15,32,0.99999999278225
15,64,1.00000000325963
15,128,0.99999999278225
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,64,0.99999999278225
360,256,360
360,256,360
1440,1024,786.99999999837
360,256,360
360,256,360
5,32,0
5,32,0
5,32,0
5,128,0.99999999278225
5,32,0
5,32,1.00000000325963
5,64,1.00000000325963
5,128,0
5,32,0
5,32,0
5,64,0
5,128,0
5,32,0
5,32,0
5,64,1.00000000325963
5,128,0
5,32,1.00000000325963
5,32,1.00000000325963
5,64,0
5,128,1.00000000325963
5,32,1.99999999604188
5,32,0.99999999278225
5,64,1.00000000325963
5,128,0
5,32,4.99999999534339
5,32,4.99999999534339
5,64,0
5,128,1.00000000325963
5,32,5.00000000582077
5,32,5.00000000582077
5,64,1.00000000325963
5,128,2.99999999930151
5,32,4.99999999534339
5,32,4.99999999534339
5,64,2.99999999930151
5,128,5.00000000582077
5,32,2.00000000651926
5,32,1.00000000325963
5,64,0
5,128,0
5,32,4.99999999534339
5,32,4.99999999534339
5,64,0
5,128,1.00000000325963
5,32,5.00000000582077
5,32,4.99999999534339
5,64,0.99999999278225
5,128,2.99999999930151
5,32,5.00000000582077
5,32,5.00000000582077
5,64,2.99999999930151
5,128,4.99999999534339
5,32,0.99999999278225
5,32,1.00000000325963
5,64,0
5,128,0
5,32,4.99999999534339
5,32,5.00000000582077
5,64,0
5,128,1.00000000325963
5,32,4.99999999534339
5,32,5.00000000582077
5,64,1.99999999604188
5,128,4.00000000256114
10,32,10.0000000011642
10,32,9.99999999068677
10,64,1.99999999604188
10,128,5.99999999860302
15,32,1.00000000325963
15,32,1.00000000325963
15,64,1.00000000325963
15,128,1.00000000325963
15,32,14.9999999965075
15,32,4.99999999534339
15,64,0
15,128,1.00000000325963
15,32,14.9999999965075
15,32,14.9999999965075
15,64,1.00000000325963
15,128,2.99999999930151
15,32,14.9999999965075
15,32,15.0000000069849
15,64,2.99999999930151
15,128,5.00000000582077
60,32,0
60,32,0
60,32,1.00000000325963
60,32,1.00000000325963
60,32,1.00000000325963
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0
60,32,1.00000000325963
60,32,1.00000000325963
60,32,1.00000000325963
60,32,0
60,32,0
60,32,0
60,32,0
60,32,0.99999999278225
60,32,0
60,32,0.99999999278225
60,32,0
60,32,0
60,32,0
60,32,0
60,32,1.00000000325963
60,32,1.00000000325963
60,32,0
60,32,0
60,32,1.99999999604188
60,32,0
60,32,1.00000000325963
60,32,0.99999999278225
60,32,0
60,32,0
60,32,0
60,32,0.99999999278225
60,32,0
60,32,0.99999999278225
60,32,0
60,32,0
60,32,0
60,32,0.99999999278225
1440,1024,0
15,32,0
15,32,2.99999999930151
15,32,15.0000000069849
15,32,15.0000000069849
30,32,2.99999999930151
30,32,13.9999999932479
30,32,13.9999999932479
1440,1024,157.999999991152
30,32,1.00000000325963
45,32,2.99999999930151
45,32,1.99999999604188
30,32,0.99999999278225
60,32,4.99999999534339
60,32,13.0000000004657
60,32,34.9999999988358
30,32,0
60,32,5.99999999860302
60,32,13.0000000004657
60,32,34.9999999988358
3,512,1.99999999604188
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0.99999999278225
5,32,4.00000000256114
5,32,4.99999999534339
5,32,1.00000000325963
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,64,1.00000000325963
5,128,0
5,256,1.00000000325963
5,32,0
5,32,0
5,32,0
5,64,0
5,128,0.99999999278225
5,256,0
5,32,0
5,32,0
5,32,0
5,64,0
5,128,0
5,256,0
5,32,0
5,32,0
5,32,0
5,64,0
5,128,0
5,256,0
15,32,1.99999999604188
15,32,1.99999999604188
15,32,1.00000000325963
15,32,1.00000000325963
15,64,0
15,64,1.00000000325963
15,128,1.00000000325963
15,128,0
15,32,14.9999999965075
15,32,14.9999999965075
15,32,1.99999999604188
15,32,1.99999999604188
15,64,1.00000000325963
15,64,1.00000000325963
15,128,0
15,128,1.00000000325963
15,32,14.9999999965075
15,32,15.0000000069849
15,32,14.9999999965075
15,32,13.9999999932479
15,64,2.99999999930151
15,64,1.99999999604188
15,128,2.99999999930151
15,128,2.00000000651926
15,32,14.9999999965075
15,32,15.0000000069849
15,32,14.9999999965075
15,32,14.9999999965075
15,64,15.0000000069849
15,64,14.9999999965075
15,128,13.9999999932479
15,128,11.0000000044238
15,32,0
15,32,1.00000000325963
15,32,14.9999999965075
15,32,14.9999999965075
15,64,15.0000000069849
15,64,14.9999999965075
15,128,14.9999999965075
15,128,14.9999999965075
1440,1024,0
1440,1024,0.99999999278225
1440,1024,1440
1440,1024,1440
1440,512,1440
15,128,0
15,128,0.99999999278225
15,128,1.00000000325963
10,256,2.99999999930151
10,256,1.00000000325963
15,32,11.0000000044238
15,32,15.0000000069849
15,128,2.00000000651926
10,256,0.99999999278225
15,128,0
10,256,1.00000000325963
15,128,1.00000000325963
10,256,1.00000000325963
15,128,1.99999999604188
10,256,0
15,128,1.00000000325963
15,128,1.99999999604188
10,256,0.99999999278225
10,256,2.00000000651926
10,256,0
10,256,1.00000000325963
15,128,0
15,128,1.00000000325963
10,256,0
10,256,0.99999999278225
15,32,10.0000000011642
15,32,14.9999999965075
15,32,15.0000000069849
15,32,14.9999999965075
15,64,0.99999999278225
15,64,0.99999999278225
15,64,1.00000000325963
15,64,0
5,512,1.00000000325963
5,512,1.00000000325963
5,32,2.99999999930151
5,32,1.00000000325963
5,64,0
5,512,0.99999999278225
5,32,5.00000000582077
5,32,2.99999999930151
5,64,1.00000000325963
5,512,0.99999999278225
5,32,4.99999999534339
5,32,4.99999999534339
5,64,2.99999999930151
5,512,2.00000000651926
360,256,360
360,256,360
5,32,4.99999999534339
5,64,4.99999999534339
15,32,14.9999999965075
5,512,0
60,32,1.00000000325963
120,32,82.9999999981374
30,32,10.9999999939464
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,1.00000000325963
10,32,1.00000000325963
10,32,0
10,32,0
10,32,0
10,32,0
10,64,1.00000000325963
10,64,2.00000000651926
10,64,1.00000000325963
10,64,0
10,64,0
10,64,1.00000000325963
10,128,1.00000000325963
10,128,0
10,128,1.00000000325963
10,128,0
10,128,0
10,128,0.99999999278225
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,1.00000000325963
10,32,0
10,32,0.99999999278225
10,32,0
10,64,1.00000000325963
10,64,1.00000000325963
10,64,0
10,64,0.99999999278225
10,64,0
10,64,1.99999999604188
10,128,1.00000000325963
10,128,0
10,128,0
10,128,0
10,128,0
10,128,0
10,32,0
10,32,0
10,32,1.00000000325963
120,128,8.99999999790452
120,128,5.99999999860302
120,32,14.9999999965075
120,32,0
15,128,0.99999999278225
120,32,0
10,256,1.00000000325963
5,512,1.00000000325963
15,128,1.00000000325963
10,256,0
5,512,0
120,32,20.9999999951106
15,128,0
10,32,0
10,32,0
10,32,1.00000000325963
10,32,1.00000000325963
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,64,1.00000000325963
5,64,1.00000000325963
5,64,0
5,64,0
5,64,0
5,64,1.00000000325963
5,128,0.99999999278225
5,128,0
5,128,1.00000000325963
5,128,0
5,128,1.00000000325963
5,128,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,1.00000000325963
5,64,0
5,64,0.99999999278225
5,64,1.00000000325963
5,64,0
5,64,0
5,64,0.99999999278225
360,256,360
5,32,0
5,32,1.00000000325963
5,32,1.00000000325963
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0
5,64,1.00000000325963
5,64,0
5,64,1.00000000325963
5,64,1.00000000325963
5,64,0
5,64,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0
5,32,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0
5,64,1.00000000325963
5,64,0
5,64,1.00000000325963
5,64,0
5,64,0
5,64,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,64,1.00000000325963
5,64,1.00000000325963
5,64,0
5,64,0
5,64,0
5,64,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0.99999999278225
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0
5,64,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,64,0.99999999278225
5,64,0.99999999278225
5,64,0
5,64,0
5,64,0
5,64,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,0
5,32,1.00000000325963
5,32,0
5,32,0
5,64,1.00000000325963
5,64,1.00000000325963
5,64,1.00000000325963
5,64,1.00000000325963
5,64,0
5,64,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
15,128,0
15,128,0
15,128,0
15,32,10.0000000011642
5,256,0.99999999278225
5,256,0.99999999278225
5,256,0
5,256,0
5,256,0
5,256,1.00000000325963
5,512,0
5,512,1.00000000325963
5,512,0
5,512,1.00000000325963
5,512,0
5,512,0.99999999278225
5,256,1.00000000325963
5,256,0
5,256,1.00000000325963
5,256,0
5,256,0
5,256,0
5,512,0.99999999278225
5,512,0
5,512,0
5,512,1.00000000325963
5,512,0
5,512,0
5,32,0
5,32,0
5,32,0
5,64,0.99999999278225
5,128,0.99999999278225
5,32,0
5,32,0
5,32,0
5,64,0.99999999278225
5,128,0
5,32,0
5,32,1.00000000325963
5,32,0
5,64,1.00000000325963
5,128,0
5,32,0
5,32,0
5,32,1.00000000325963
5,64,0
5,128,1.00000000325963
5,32,0
5,32,0.99999999278225
5,32,0
5,64,0.99999999278225
5,128,0
5,32,0
5,32,0
5,32,1.00000000325963
5,64,0
5,32,0
5,32,0
5,64,0
5,64,0
5,128,0
5,32,0
5,32,1.00000000325963
5,32,0
5,64,1.99999999604188
5,128,1.00000000325963
5,32,2.99999999930151
5,32,0
5,32,1.00000000325963
5,64,1.00000000325963
5,128,1.00000000325963
5,32,4.99999999534339
5,32,4.00000000256114
5,32,1.99999999604188
5,64,2.00000000651926
5,128,2.00000000651926
5,32,4.99999999534339
5,32,5.00000000582077
5,32,4.99999999534339
5,64,5.00000000582077
5,128,2.99999999930151
5,32,0
5,32,4.99999999534339
5,32,0
5,32,5.00000000582077
15,32,14.9999999965075
15,32,14.9999999965075
15,32,2.99999999930151
15,32,1.00000000325963
15,64,2.00000000651926
15,128,1.99999999604188
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0.99999999278225
5,128,0
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
1440,512,0
5,128,0
5,128,0
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,0.99999999278225
5,128,0
5,128,0
5,128,1.00000000325963
5,128,0
5,128,5.00000000582077
5,128,4.99999999534339
5,128,4.99999999534339
5,128,5.00000000582077
5,128,5.99999999860302
360,256,360
3,32,0
3,32,1.00000000325963
3,32,0
3,32,0
5,512,0
5,512,0
5,512,0.99999999278225
5,512,0
5,512,1.00000000325963
5,512,0
5,512,0
5,512,1.00000000325963
5,512,0
5,512,0
5,512,0
5,512,0
3,32,0
3,32,0
3,32,0
3,32,0
3,32,1.00000000325963
3,32,0
3,32,0
3,32,0
3,32,0
3,32,0
3,32,0
3,32,0.99999999278225
3,512,0.99999999278225
3,512,0
3,512,0
3,512,1.00000000325963
3,512,0
3,512,0
3,512,1.00000000325963
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,1.00000000325963
3,512,0
3,512,0
3,512,0
3,512,0
5,512,0
5,512,0
3,512,0.99999999278225
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
3,512,0
5,512,0
5,512,0
10,256,0
5,512,0
10,256,1.00000000325963
5,512,0
10,256,0
5,512,0
10,256,0
5,512,4.99999999534339
10,256,10.0000000011642
5,512,4.99999999534339
10,256,10.0000000011642
5,512,4.99999999534339
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,4.99999999534339
10,256,10.0000000011642
10,256,10.0000000011642
5,512,4.99999999534339
10,256,10.0000000011642
5,512,4.99999999534339
10,256,9.99999999068677
5,512,5.00000000582077
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,5.00000000582077
10,256,10.0000000011642
5,512,2.00000000651926
10,256,10.0000000011642
10,256,9.99999999068677
10,256,10.0000000011642
1440,512,1440
10,256,10.0000000011642
10,256,10.0000000011642
1440,1024,2.00000000651926
10,256,10.0000000011642
10,256,9.99999999068677
15,32,15.0000000069849
10,256,10.0000000011642
10,256,10.0000000011642
10,256,10.0000000011642
10,256,10.0000000011642
10,256,10.0000000011642
10,256,8.99999999790452
5,32,4.99999999534339
15,32,15.0000000069849
15,32,0
15,32,0
360,256,360
360,256,360
1440,512,148.000000000466
720,256,9.0000000083819
720,256,122.999999992317
1440,512,1440
1140,512,1139.99999999651
720,256,720
360,256,360
360,256,360
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,1.00000000325963
360,256,204.000000004889
15,32,0
15,32,0
360,256,360
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
1440,1024,43.9999999967404
1440,512,1332.99999999697
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
15,32,1.00000000325963
15,32,0
15,32,0
15,32,0
15,32,0.99999999278225
15,32,0
15,32,0
15,32,0
15,32,0
15,32,0
15,32,1.00000000325963
10,32,1.00000000325963
10,32,0
10,32,0
10,32,0.99999999278225
10,32,0
15,32,0
10,32,0
15,32,0
10,32,0
10,32,0.99999999278225
10,32,0
10,32,0
10,32,1.00000000325963
10,32,1.00000000325963
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
10,32,0
